Data_file_name,Column_name,Shapefile,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_756,VAR_2_756,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Not elsewhere included,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_757,VAR_2_757,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_758,VAR_2_758,Individual,Employed census usually resident population count aged 15 years and over,2013,Count,"Main means of travel to work, by usual residence address",Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2013, Measure: Count, Var1: Main means of travel to work, by usual residence address (Total stated)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_759,VAR_2_759,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Work at home,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Work at home)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_760,VAR_2_760,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Did not go to work today,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Did not go to work today)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_761,VAR_2_761,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address","Drive a private car, truck or van","Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Drive a private car, truck or van)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_762,VAR_2_762,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address","Drive a company car, truck or van","Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Drive a company car, truck or van)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_763,VAR_2_763,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address","Passenger in a car, truck, van or company bus","Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Passenger in a car, truck, van or company bus)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_764,VAR_2_764,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Public bus,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Public bus)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_765,VAR_2_765,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Train,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Train)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_766,VAR_2_766,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Bicycle,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Bicycle)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_767,VAR_2_767,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Walk or jog,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Walk or jog)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_768,VAR_2_768,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Ferry,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Ferry)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_769,VAR_2_769,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Other,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Other)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_770,VAR_2_770,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Not elsewhere included,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_771,VAR_2_771,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Total,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Total)"
2023 Census totals by topic for individuals by statistical area 1 (SA1) - part 2,VAR_2_772,VAR_2_772,Individual,Employed census usually resident population count aged 15 years and over,2018,Count,"Main means of travel to work, by usual residence address",Total stated,"Subject pop: Employed census usually resident population count aged 15 years and over, Year: 2018, Measure: Count, Var1: Main means of travel to work, by usual residence address (Total stated)"
